source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
팝가(Popga) | 팝업스토어,팝업스토어,오프사이드 팝업,2026-09-19 ~ 2026-09-20,전연령,"서울 성동구 왕십리로4길 5 | 위도:37.545842808, 경도:127.0456487264",,"축구 문화 플리마켓 OFFFSIDE MARKET이 DOIS LEAGUE와 함께 펍지 성수에서 열려요! ⚽️ 유니폼, 빈티지 아이템, 굿즈, 컬렉션, 라이프스타일까지 축구 취향을 담은 다양한 팀을 만나보세요✨",https://www.instagram.com/p/Dcfy0fQSkpZ/,성수:1.0;성수 팝업:1.0;성수/서울숲:1.0;오프사이드 마켓:1.0;오프사이드 마켓 팝업:1.0;OFFFSIDE MARKET:1.0;OFFFSIDE MARKET 팝업:1.0;OFFFSIDE:1.0;DOIS LEAGUE:1.0;두아스 리그:1.0;펍지 성수:1.0;PUBG SEONGSU:1.0;축구:1.0;축구 팝업:1.0;풋볼:1.0;풋볼 마켓:1.0;풋볼 플리마켓:1.0;플리마켓:1.0;플리마켓 팝업:1.0;스트리트 풋볼:1.0;유니폼:1.0;유니폼 팝업:1.0;빈티지:1.0;빈티지 마켓:1.0;굿즈:1.0;굿즈 팝업:1.0;스포츠:1.0;스포츠 팝업:1.0;라이프스타일:1.0;라이프스타일 팝업:1.0;쇼핑가능:1.0;pick_count:2;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;라이프스타일:1.0;의류:1.0;스포츠/레저:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,나우다 제주 여행 멤버십 팝업,2026-08-21 ~ 2026-09-01,전연령,"서울 마포구 양화로23길 22-7 | 위도:37.5596726165, 경도:126.925252364",,"제주 여행 멤버십 나우다가 서울 연남동에서 브랜드 팝업을 열어요!🍊 나우다 가입부터 QR 인증, 포인트 적립까지 실제 서비스 이용 과정을 체험하고, 제주 로컬 브랜드 큐레이션존에서 식음료·리빙·라이프스타일 상품도 만나보세요✨",https://www.instagram.com/p/DcSNzJElGBp/?img_index=1,홍대:1.0;연남:1.0;연남 팝업:1.0;홍대:1.0;홍대 팝업:1.0;홍대/신촌:1.0;마포:1.0;마포 팝업:1.0;나우다:1.0;나우다 팝업:1.0;NOWDA:1.0;NOWDA 팝업:1.0;제주:1.0;제주 팝업:1.0;제주 여행:1.0;제주 여행 멤버십:1.0;제주관광공사:1.0;제주 로컬 브랜드:1.0;제주 로컬 마켓:1.0;로컬 브랜드:1.0;로컬 브랜드 팝업:1.0;여행:1.0;여행 팝업:1.0;라이프스타일:1.0;라이프스타일 팝업:1.0;체험형 팝업:1.0;제주 굿즈:1.0;탐나는전:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:2;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;여행/취미/여가:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,픽트리 피규어 & 굿즈 팝업,2026-08-31 ~ 2026-09-30,전연령,"부산 부산진구 중앙대로 672 | 위도:35.152876557, 경도:129.0596055751",,"피규어·굿즈·블라인드 박스 전문점 픽트리가 부산 서면 삼정타워 7층 팝업존에 찾아와요! 하츠네 미쿠, 나루토, 에반게리온, 장송의 프리렌, 귀멸의 칼날, 주술회전 등 인기 애니메이션 피규어와 굿즈, 봉제 인형, 블라인드 박스를 만나보세요✨",https://www.instagram.com/p/Dchog2ssGgI/,부산:1.0;부산 팝업:1.0;서면:1.0;서면 팝업:1.0;부산진구:1.0;부산진구 팝업:1.0;삼정타워:1.0;삼정타워 팝업:1.0;픽트리:1.0;픽트리 팝업:1.0;피규어:1.0;피규어 팝업:1.0;굿즈:1.0;굿즈 팝업:1.0;블라인드 박스:1.0;애니 굿즈:1.0;애니메이션 굿즈:1.0;캐릭터 굿즈:1.0;하츠네 미쿠:1.0;나루토:1.0;에반게리온:1.0;장송의 프리렌:1.0;귀멸의 칼날:1.0;주술회전:1.0;애니메이션:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:4;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,에딧뎁트 NEO LOCAL 팝업,2026-09-17 ~ 2026-09-30,전연령,"서울 영등포구 여의대로 108 | 위도:37.5259756004, 경도:126.9283046142",,"더현대 오리지널 로컬 매거진 에딧 뎁트가 'NEO LOCAL'을 주제로 더현대 서울에서 팝업을 열어요! 한국과 세계의 지역성을 담은 오리지널 디자인 브랜드, 에딧 뎁트 전시, 셀렉트 숍, A Small Home in Seoul, 로컬 크리에이터 토크까지 한 자리에서 만나보세요✨",https://www.instagram.com/p/DciiAKAD0_t/?img_index=2,여의도:1.0;여의도 팝업:1.0;여의도/영등포:1.0;더현대 서울:1.0;더현대 서울 팝업:1.0;더현대 팝업:1.0;POP-UP ICONIC:1.0;에딧뎁트:1.0;에딧뎁트 팝업:1.0;Edit Dept:1.0;NEO LOCAL:1.0;NEO LOCAL 팝업:1.0;로컬 브랜드:1.0;디자인 브랜드:1.0;라이프스타일:1.0;라이프스타일 팝업:1.0;셀렉트샵:1.0;셀렉트샵 팝업:1.0;전시:1.0;전시 팝업:1.0;토크:1.0;토크 프로그램:1.0;couple_score:0.9;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,문구/아트:1.0;라이프스타일:1.0;일러스트/디자인:1.0;리빙/인테리어:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,K-BEAUTY EXPRESS 2.0. 팝업,2026-08-28 ~ 2026-08-29,전연령,"서울 성동구 뚝섬로17길 35 | 위도:37.540681565, 경도:127.0605790255",,"K-Beauty Express 2.0.은 라이징 K-Beauty 브랜드가 성수 프라임 로케이션에서 브랜드를 소개하고, 세션과 바이어·투자자 네트워킹까지 한 번에 경험할 수 있는 하이브리드 뷰티 컨퍼런스입니다. ❤️",https://popga.co.kr/popup/8731,성수:1.0;성수 팝업:1.0;K-BEAUTY EXPRESS 2.0.:1.0;Beauty:1.0;K-Beauty:1.0;뷰티:1.0;뷰티 팝업:1.0;사전 예약:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:22;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,뷰티:1.0;화장품:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,넥스지 SAUCIN 팝업,2026-09-01 ~ 2026-09-07,전연령,"서울 성동구 연무장7길 13 | 위도:37.5441832964, 경도:127.0544827335",,"NEXZ의 [SAUCIN’]을 올리브영 N 성수에서 만나볼 수 있어요! 💿✨ BLACK Ver.과 YELLOW Ver. 앨범을 구매하고, 올리브영에서만 만나볼 수 있는 NEXZ 미공개 셀피 포토카드도 함께 받아보세요 💚📸",https://www.instagram.com/p/DcaC-8PkhMX,성수:1.0;NEXZ 팝업:1.0;NEXZ:1.0;SAUCIN’:1.0;올리브영 N 성수:1.0;성수 팝업:1.0;아이돌:1.0;K-POP:1.0;pick_count:3;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,연예인/셀럽:1.0;연예인:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,포켓몬스터 팝업 - 피카츄의 가을 나들이,2026-09-18 ~ 2026-10-11,전연령,"서울 중구 청계천로 40 | 위도:37.5685140775, 경도:126.981674033",,고운 한복을 입은 피카츄와 포켓몬들이 신비로운 민화 속 세상으로 가을 나들이를 떠나요 🍂💛 솔향 가득한 고송부터 연꽃이 피어난 물가 🪷 휘영청 밝은 보름달 아래까지 🌕✨ 한국의 아름다운 정취가 가득한 공간에서 포켓몬들과 함께 특별한 가을 풍경을 만나보세요! 🧺🍁,https://www.instagram.com/p/Dch7gQAD1Iu/,종로:1.0;포켓몬스터:1.0;포켓몬 팝업:1.0;피카츄 팝업:1.0;피카츄의 가을 나들이:1.0;하이커 그라운드:1.0;종로 팝업:1.0;포켓몬스터 메가 페스타 2026:1.0;피카츄:1.0;캐릭터:1.0;민화:1.0;한복:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:32;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;애니메이션/웹툰:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,넥스지 SAUCIN 팝업,2026-09-01 ~ 2026-09-07,전연령,"서울 중구 명동8길 14 | 위도:37.5630515651, 경도:126.9845161979",,"NEXZ의 [SAUCIN’]을 올리브영 명동점에서 만나볼 수 있어요! 💿✨ BLACK Ver.과 YELLOW Ver. 앨범을 구매하고, 올리브영에서만 만나볼 수 있는 NEXZ 미공개 셀피 포토카드도 함께 받아보세요 💚📸",https://www.instagram.com/p/DcaC-8PkhMX,명동:1.0;NEXZ:1.0;SAUCIN’:1.0;올리브영 명동점:1.0;명동 팝업:1.0;중구 팝업:1.0;NEXZ 팝업:1.0;K-POP:1.0;아이돌:1.0;앨범:1.0;포토카드:1.0;연예인:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,연예인/셀럽:1.0;연예인:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,내셔널지오그래픽 X 국가유산청 K-HERITAGE 팝업,2026-08-27 ~ 2026-09-08,전연령,"서울 강남구 영동대로 513 | 위도:37.5118239121, 경도:127.0591590438",,"내셔널지오그래픽 X 국가유산청 K-HERITAGE Collection 팝업이 스타필드 코엑스몰에서 열려요!🖤 훈민정음, 민화, 자개, 단청 등 한국의 문화유산을 현대적인 감각으로 재해석한 의류와 잡화, 라이프스타일 굿즈를 만나보세요.",https://www.instagram.com/p/DciXI_WE9vS/?img_index=5,강남:1.0;삼성:1.0;삼성 팝업:1.0;강남/서초:1.0;코엑스:1.0;코엑스 팝업:1.0;스타필드 코엑스몰:1.0;스타필드 코엑스몰 팝업:1.0;내셔널지오그래픽:1.0;내셔널지오그래픽 팝업:1.0;국가유산청:1.0;국가유산청 팝업:1.0;K-HERITAGE:1.0;K-HERITAGE Collection:1.0;K헤리티지:1.0;패션:1.0;패션 팝업:1.0;잡화:1.0;라이프스타일:1.0;굿즈:1.0;전통문화:1.0;한국문화:1.0;국가유산:1.0;자개:1.0;민화:1.0;단청:1.0;훈민정음:1.0;포토존:1.0;쇼핑가능:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;라이프스타일:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,올리브영 시티 로그 팝업,2026-08-29 ~ 2026-09-13,전연령,"서울 성동구 연무장7길 13 | 위도:37.5441219322, 경도:127.0544960413",,"올리브영과 산리오캐릭터즈가 만난 ‘OLIVE YOUNG City Log’ 캠페인을 성수에서도 만나볼 수 있어요! 🎀💚 헬로키티, 시나모롤 등 산리오캐릭터즈에 한국 각 지역의 특색을 더한 특별한 디자인과 함께 다양한 콜라보 제품을 한자리에서 만나보세요 ✨",https://popga.co.kr/popup/8726,성수:1.0;올리브영:1.0;산리오캐릭터즈:1.0;OLIVE YOUNG City Log:1.0;올리브영 N 성수:1.0;트렌드팟:1.0;성수 팝업:1.0;성동구 팝업:1.0;헬로키티:1.0;시나모롤:1.0;산리오 팝업:1.0;캐릭터:1.0;뷰티:1.0;K로컬:1.0;couple_score:0.6;couple_signal_soft:1.0;pick_count:39;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;애니/캐릭터:1.0;과자/음료/편의점:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,농심 X 산리오캐릭터즈 팝업,2026-09-01 ~ 2026-09-30,전연령,"서울 중구 명동8길 27 | 위도:37.5625312331, 경도:126.9851667744",,"농심이 올리브영 X 산리오캐릭터즈 콜라보 캠페인과 함께 ‘농심 K-스낵 투어’ 팝업을 올리브영 센트럴 명동 타운에서 선보여요! 🎀✨ 팝업에서는 농심 K-스낵 투어, K-베이커리 스낵, K-치킨 스낵 등 다양한 인기 스낵들을 한자리에서 만나볼 수 있는데요 🍪🍗💛",https://www.instagram.com/p/Dcc8Y-wEcuO,명동:1.0;농심:1.0;산리오캐릭터즈:1.0;올리브영:1.0;농심 K-스낵 투어:1.0;올리브영 센트럴 명동 타운:1.0;명동 팝업:1.0;중구 팝업:1.0;헬로키티:1.0;K-스낵:1.0;F&B:1.0;couple_score:0.6;couple_signal_soft:1.0;pick_count:11;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;애니/캐릭터:1.0;과자/음료/편의점:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,2026 청춘커피페스티벌,2026-09-19 ~ 2026-09-20,전연령,"서울 송파구 올림픽로 300 | 위도:37.5130678344, 경도:127.1033140528",,"2026 청춘커피페스티벌이 잠실 롯데월드타워 아레나광장 & 잔디광장에서 열려요! ☕ 커피·디저트 시음회와 참여형 이벤트, 포토존, 청춘 토크콘서트, 공연, 29초 영화제 시상식까지 즐길 수 있는 청년 문화 축제에 놀러오세요!",https://www.instagram.com/p/DcfuEjEkbFu/?img_index=1,잠실:1.0;잠실 팝업:1.0;잠실/송파:1.0;2026 청춘커피페스티벌:1.0;청춘커피페스티벌:1.0;청커페:1.0;커피 페스티벌:1.0;서울 커피축제:1.0;롯데월드타워:1.0;롯데월드타워 팝업:1.0;F&B:1.0;커피:1.0;디저트:1.0;페스티벌:1.0;공연:1.0;토크콘서트:1.0;포토존:1.0;체험형 팝업:1.0;무료입장:1.0;couple_score:1.3;couple_signal_soft:1.0;pick_count:8;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;라이프스타일:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,리끌로우 팝업,2026-08-27 ~ 2026-09-06,전연령,"서울 성동구 연무장길 31-1 | 위도:37.5432655991, 경도:127.0529633002",,"리끌로우 성수 스토어 오픈 팝업이 성수 517 Lab에서 열려요!💫 안경에 부착하는 액세서리 ‘안꾸(ANGGU)’로 나만의 아이웨어를 꾸미고, 주술회전 아이웨어와 형원 포스터 증정 이벤트까지 만나보세요.",https://www.instagram.com/p/Dcf2kkVnSba/?img_index=1,성수:1.0;성수 팝업:1.0;성수/서울숲:1.0;리끌로우:1.0;리끌로우 팝업:1.0;리끌로우 성수:1.0;RECLOW:1.0;안경:1.0;아이웨어:1.0;안경 팝업:1.0;아이웨어 팝업:1.0;안꾸:1.0;안경 꾸미기:1.0;주술회전:1.0;주술회전 팝업:1.0;주술회전 아이웨어:1.0;캐릭터 키링:1.0;형원:1.0;몬스타엑스 형원:1.0;패션:1.0;패션 팝업:1.0;쇼핑가능:1.0;pick_count:8;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,마루는 강쥐 팝업 - 마루의 부산 여행,2026-08-27 ~ 2026-09-30,전연령,"부산 해운대구 센텀4로 15 | 위도:35.1698614225, 경도:129.1282900611",,"마루의 해피 바캉스 굿즈가 부산에 상륙합니다! 🌊 바캉스 팝업에서 큰 사랑을 받았던 마루 신상 MD 일부를 이제 부산에서도 만나보세요! 달콤한 디저트로 변신한 마루 랜덤 키링부터 레디백, 목베개 등 알찬 여행템들까지 준비했습니다. 🏖️",https://www.instagram.com/p/Dcfu84UGQcw/,부산:1.0;부산 팝업:1.0;신세계백화점 센텀시티점:1.0;마루는강쥐:1.0;마루의부산여행:1.0;애니메이션:1.0;캐릭터:1.0;couple_score:0.2;couple_signal_soft:1.0;pick_count:2;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,애니/캐릭터:1.0;애니메이션/웹툰:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,SF9 팝업,2026-08-29 ~ 2026-09-01,전연령,"서울 강남구 영동대로 513 | 위도:37.5118239121, 경도:127.0591590438",,SF9 (에스에프나인) 2nd Album [TENACITY] 케타포코엑스 POP-UP STORE 오픈 안내 🪽 미공개 럭키드로우 포토카드와 팝업 한정 스페셜 기프트까지 만나보세요! ❤️,https://x.com/Ktown4u_coex/status/2092814257486475527,강남:1.0;강남 팝업:1.0;강남/서초:1.0;코엑스:1.0;케이타운포유 코엑스:1.0;코엑스아티움 팝업:1.0;SF9:1.0;에스에프나인 팝업:1.0;에스에프나인:1.0;연예인:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,연예인/셀럽:1.0;연예인:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,솔트앤초콜릿 팝업,2026-09-03 ~ 2026-09-09,전연령,"서울 영등포구 여의대로 108 | 위도:37.5260566287, 경도:126.9282027207",,"솔트앤초콜릿의 국내 첫 팝업스토어가 더현대 서울 B2F 아이코닉존에서 열려요! 베스트 아이템부터 26 FW 신제품까지, 더현대 서울에서 솔트앤초콜릿의 슈즈와 패션 아이템을 직접 만나보세요✨ 팝업 기간에만 만나볼 수 있는 단독 혜택도 준비되어 있어요!",https://www.instagram.com/p/Dcf947zGCfO/,여의도:1.0;여의도 팝업:1.0;여의도/영등포:1.0;솔트앤초콜릿:1.0;솔트앤초콜릿 팝업:1.0;SALT&CHOCOLATE:1.0;더현대 서울:1.0;더현대 서울 팝업:1.0;더현대 팝업:1.0;아이코닉존:1.0;패션:1.0;패션 팝업:1.0;슈즈:1.0;슈즈 팝업:1.0;신발 팝업:1.0;26 FW:1.0;쇼핑가능:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,2026 케미스트릿 강남역 페스티벌,2026-09-05 ~ 2026-09-06,전연령,"서울 서초구 강남대로61길 7 | 위도:37.4991671367, 경도:127.0258350368",,"2026 케미스트릿 강남역 페스티벌 개최 서초구의 특별한 로컬브랜드 상권, 케미스트릿 강남역에서 도심 속 축제가 펼쳐집니다 ✨ 올가을, 서초구 도심 한복판에서 K-맛·K-멋이 어우러진 특별한 페스티벌을 만나보세요. 💃🕺",https://www.instagram.com/p/Dbjwlf6kgJ5/,강남:1.0;강남 팝업:1.0;서초:1.0;서초 팝업:1.0;강남/서초:1.0;강남역 페스티벌:1.0;서초역 페스티벌:1.0;강남 데이트:1.0;서초 데이트:1.0;체험형 팝업:1.0;couple_score:1.3;couple_signal_strong:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;여행/취미/여가:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,크록스 팝업,2026-08-25 ~ 2026-09-23,전연령,"서울 마포구 양화로 188 | 위도:37.5576447254, 경도:126.9266615151",,"크록스 팝업스토어 <pop in. vibe out>가 홍대 AK PLAZA 4층에서 열려요! 알록달록한 크록스와 액세서리로 나만의 신발을 꾸미고, 크록스 특유의 자유로운 스타일을 직접 만나보세요✨",https://www.instagram.com/p/DchurcmGRPV/,홍대:1.0;홍대 팝업:1.0;크록스:1.0;크록스 팝업:1.0;크록스 팝업스토어:1.0;pop in vibe out:1.0;AK PLAZA 홍대:1.0;AK플라자 홍대:1.0;크록스 꾸미기:1.0;크록스 액세서리:1.0;신발 팝업:1.0;패션:1.0;패션 팝업:1.0;체험형 팝업:1.0;쇼핑가능:1.0;pick_count:3;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,2026 대상그룹 지식존중 괴산 찰떡합격런,2026-09-05 ~ 2026-09-13,전연령,"서울 성동구 연무장길 96 | 위도:37.5409591067, 경도:127.0598057468",,"간절한 소원과 합격을 바라는 당신에게, 괴산의 찰떡 합격기운을 전합니다. 📢😁 과거 선비들이 과거시험을 보러 가던 길목이자 오늘날까지 '합격의 명소'로 불리는 충청북도 괴산. 💯👍 이번 팝업에서는 합격의 서사를 듣고, 체험하며, 미식을 경험하는 특별한 여정이 펼쳐집니다. 🈴",https://popga.co.kr/popup/8717,성수:1.0;성수 팝업:1.0;성수 이벤트:1.0;대상그룹:1.0;2026 대상그룹 지식존중 괴산 찰떡합격런:1.0;찰떡합격런 이벤트:1.0;충청북도 괴산 이벤트:1.0;합격운:1.0;합격운 장소:1.0;흑백요리사 셰프:1.0;체험형 팝업:1.0;사전 예약:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:26;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;여행/취미/여가:1.0;popup:1.0,,
